,average_month_invites,average_week_invites,diff_day_first,diff_day_second,diff_days_mean,diff_days_last,diff_days_prelast,diff_test_date_and_last_invite,end_date_clientstart_median,end_date_clientstart_max-min,difference_median_and_max-min,diff_first_lastdt,diff_between_end_date_and_first_client,clients_per_day,clients_invited_last_30_days,clients_invited_last_60_days,clients_invited_last_90_days,clients_invited_last_180_days,clients_invited_last_270_days,clients_invited_last_365_days,churn
27520,6.0,3.0,3.0,1.0,1.0,0.0,0.0,5,6,6,0,3.0,11,1.8333333333333333,6,6,6,6,6,6,1
27997,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,11,11,0,-11,0.0,11,11.0,1,1,1,1,1,1,1
28114,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,4,4,0,-4,0.0,4,4.0,1,1,1,1,1,1,1
28708,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,4,4,0,-4,0.0,4,4.0,1,1,1,1,1,1,1
28931,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,4,4,0,-4,0.0,4,4.0,1,1,1,1,1,1,1
28973,2.0,1.0,6.0,-100.0,3.0,6.0,-100.0,11,14,6,-8,0.0,17,8.5,2,2,2,2,2,2,1
29136,2.0,2.0,1.0,-100.0,0.5,1.0,-100.0,10,10,1,-10,0.0,11,5.5,2,2,2,2,2,2,1
29251,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,5,5,0,-5,0.0,5,5.0,1,1,1,1,1,1,0
33577,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,11,11,0,-11,0.0,11,11.0,1,1,1,1,1,1,1
34352,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,5,5,0,-5,0.0,5,5.0,1,1,1,1,1,1,1
34547,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,4,4,0,-4,0.0,4,4.0,1,1,1,1,1,1,1
117490,2.0,1.0,3.0,-100.0,1.5,3.0,-100.0,253,254,3,-252,0.0,256,128.0,0,0,0,0,2,2,0
117492,1.0,1.0,22.0,48.0,23.333333333333332,48.0,22.0,219,267,70,-197,-26.0,289,96.33333333333333,0,0,0,0,2,3,0
117509,3.0,1.5,0.0,6.0,2.0,6.0,0.0,173,179,6,-173,-6.0,179,59.666666666666664,0,0,0,3,3,3,0
117523,1.0,1.0,40.0,61.0,57.833333333333336,58.0,41.0,65,237,347,109,-18.0,412,68.66666666666667,0,0,1,3,3,4,1
117525,1.0,1.0,46.0,34.0,27.5,30.0,34.0,94,141,110,-31,16.0,204,51.0,0,0,0,3,4,4,0
117528,4.090909090909091,1.8,27.0,30.0,10.333333333333334,23.0,18.0,40,241,465,224,4.0,505,11.222222222222221,0,1,5,13,34,42,1
117530,1.4,1.1666666666666667,8.0,2.0,28.0,73.0,46.0,342,499,196,-303,-65.0,538,76.85714285714286,0,0,0,0,0,1,0
117538,20.0,6.666666666666667,7.0,0.0,1.2083333333333333,1.0,0.0,101,180,145,-35,6.0,246,2.05,0,0,0,73,120,120,0
117540,1.6,1.3333333333333333,0.0,1.0,23.375,49.0,74.0,24,193,187,-7,-49.0,211,26.375,1,1,2,3,8,8,1
117544,1.0,1.0,34.0,-100.0,17.0,34.0,-100.0,439,456,34,-422,0.0,473,236.5,0,0,0,0,0,0,0
117573,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,108,108,0,-108,0.0,108,108.0,0,0,0,1,1,1,0
117604,3.5,2.3333333333333335,1.0,1.0,2.857142857142857,0.0,2.0,241,259,20,-239,1.0,261,37.285714285714285,0,0,0,0,7,7,0
117608,17.0,4.473684210526316,7.0,1.0,1.6294117647058823,0.0,0.0,4,102,277,175,7.0,281,1.6529411764705881,37,57,78,134,166,170,1
117609,1.0,1.0,44.0,94.0,46.0,94.0,44.0,72,166,138,-28,-50.0,210,70.0,0,0,1,2,3,3,0
117610,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,241,241,0,-241,0.0,241,241.0,0,0,0,0,1,1,0
117615,2.727272727272727,1.3636363636363635,0.0,15.0,10.966666666666667,10.0,2.0,4,189,329,139,-10.0,333,11.1,4,7,9,14,20,30,1
117633,1.0,1.0,22.0,102.0,41.333333333333336,102.0,22.0,281,383,124,-259,-80.0,405,135.0,0,0,0,0,0,1,0
117642,1.0,1.0,290.0,22.0,104.0,22.0,290.0,25,47,312,265,268.0,337,112.33333333333333,1,2,2,2,2,3,1
117648,1.0,1.0,259.0,9.0,78.25,45.0,9.0,40,89,313,223,214.0,353,88.25,0,1,2,3,3,4,1
117685,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,512,512,0,-512,0.0,512,512.0,0,0,0,0,0,0,0
117696,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,550,550,0,-550,0.0,550,550.0,0,0,0,0,0,0,0
117705,32.75,8.020408163265307,1.0,2.0,1.025445292620865,0.0,38.0,32,225,403,178,1.0,435,1.1068702290076335,0,2,13,120,233,343,1
117710,1.5,1.0,3.0,55.0,19.333333333333332,55.0,3.0,44,99,58,-41,-52.0,102,34.0,0,1,1,3,3,3,1
117712,1.0,1.0,29.0,-100.0,14.5,29.0,-100.0,500,514,29,-486,0.0,529,264.5,0,0,0,0,0,0,0
117713,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,79,79,0,-79,0.0,79,79.0,0,0,1,1,1,1,1
117740,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,4,4,0,-4,0.0,4,4.0,1,1,1,1,1,1,1
117743,1.2857142857142858,1.0,30.0,26.0,41.0,31.0,48.0,91,249,369,120,-1.0,460,51.111111111111114,0,0,0,3,5,6,1
117744,5.090909090909091,1.6470588235294117,37.0,5.0,7.75,7.0,8.0,4,230,434,204,30.0,438,7.821428571428571,5,10,11,24,33,47,1
117753,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,316,316,0,-316,0.0,316,316.0,0,0,0,0,0,1,0
117762,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,202,202,0,-202,0.0,202,202.0,0,0,0,0,1,1,0
117777,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,514,514,0,-514,0.0,514,514.0,0,0,0,0,0,0,0
117787,4.0,2.0,0.0,5.0,1.25,0.0,5.0,5,7,5,-3,0.0,10,2.5,4,4,4,4,4,4,0
117790,1.0,1.0,29.0,39.0,46.57142857142857,30.0,156.0,217,452,326,-126,-1.0,543,77.57142857142857,0,0,0,0,2,2,0
117792,1.0,1.0,69.0,66.0,34.8,15.0,24.0,331,370,174,-196,54.0,505,101.0,0,0,0,0,0,2,0
117798,1.0,1.0,23.0,-100.0,11.5,23.0,-100.0,162,173,23,-151,0.0,185,92.5,0,0,0,1,2,2,0
117799,1.0,1.0,28.0,55.0,54.4,168.0,21.0,36,225,272,47,-140.0,308,61.6,0,1,1,1,3,5,1
117805,1.3333333333333333,1.0,43.0,15.0,21.75,29.0,15.0,189,225,87,-139,14.0,276,69.0,0,0,0,0,3,4,0
117810,1.1111111111111112,1.1111111111111112,33.0,61.0,36.4,20.0,34.0,19,175,364,189,13.0,383,38.3,1,2,3,5,7,9,0
117826,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,461,461,0,-461,0.0,461,461.0,0,0,0,0,0,0,0
117828,5.25,2.4705882352941178,0.0,1.0,10.380952380952381,1.0,0.0,32,272,436,164,-1.0,468,11.142857142857142,0,6,13,18,21,24,0
117831,2.0,1.0,7.0,-100.0,3.5,7.0,-100.0,102,105,7,-99,0.0,109,54.5,0,0,0,2,2,2,1
117838,3.0,1.5,0.0,5.0,1.6666666666666667,5.0,0.0,74,79,5,-74,-5.0,79,26.333333333333332,0,0,3,3,3,3,0
117872,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,380,380,0,-380,0.0,380,380.0,0,0,0,0,0,0,0
117876,1.0,1.0,67.0,-100.0,33.5,67.0,-100.0,29,62,67,4,0.0,96,48.0,1,1,1,2,2,2,0
117894,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,63,63,0,-63,0.0,63,63.0,0,0,1,1,1,1,1
117896,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,239,239,0,-239,0.0,239,239.0,0,0,0,0,1,1,0
117903,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,543,543,0,-543,0.0,543,543.0,0,0,0,0,0,0,0
117904,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,79,79,0,-79,0.0,79,79.0,0,0,1,1,1,1,0
117908,12.7,4.233333333333333,0.0,0.0,2.4488188976377954,61.0,17.0,233,448,311,-137,-61.0,544,4.283464566929134,0,0,0,0,1,33,0
117912,2.0,2.0,0.0,-100.0,0.0,0.0,-100.0,282,282,0,-282,0.0,282,141.0,0,0,0,0,0,2,0
117929,1.4,1.0,26.0,33.0,22.285714285714285,8.0,10.0,32,102,156,54,18.0,188,26.857142857142858,0,3,3,6,7,7,1
117935,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,67,67,0,-67,0.0,67,67.0,0,0,1,1,1,1,0
117955,5.416666666666667,1.7105263157894737,5.0,1.0,5.2153846153846155,6.0,2.0,4,199,339,140,-1.0,343,5.276923076923077,5,11,18,29,46,65,1
117959,1.0,1.0,109.0,-100.0,54.5,109.0,-100.0,128,182,109,-74,0.0,237,118.5,0,0,0,1,2,2,1
117968,1.0,1.0,14.0,-100.0,7.0,14.0,-100.0,481,488,14,-474,0.0,495,247.5,0,0,0,0,0,0,1
117971,5.0,1.6666666666666667,6.0,1.0,2.6,1.0,5.0,4,10,13,3,5.0,17,3.4,5,5,5,5,5,5,1
117989,1.0,1.0,32.0,41.0,24.333333333333332,41.0,32.0,43,84,73,-11,-9.0,116,38.666666666666664,0,1,2,3,3,3,0
118004,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,344,344,0,-344,0.0,344,344.0,0,0,0,0,0,1,0
118016,1.0,1.0,63.0,89.0,52.25,57.0,89.0,147,248,209,-40,6.0,356,89.0,0,0,0,1,2,4,0
118021,5.333333333333333,1.6,1.0,1.0,5.4375,11.0,4.0,4,80,174,93,-10.0,178,5.5625,4,7,19,32,32,32,1
118024,1.5,1.5,1.0,19.0,6.666666666666667,19.0,1.0,481,500,20,-480,-18.0,501,167.0,0,0,0,0,0,0,0
118032,1.0,1.0,30.0,54.0,41.2,61.0,61.0,315,437,206,-231,-31.0,521,104.2,0,0,0,0,0,1,0
118037,2.0,2.0,4.0,-100.0,2.0,4.0,-100.0,205,207,4,-203,0.0,209,104.5,0,0,0,0,2,2,0
118043,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,435,435,0,-435,0.0,435,435.0,0,0,0,0,0,0,0
118048,1.0,1.0,70.0,-100.0,35.0,70.0,-100.0,465,500,70,-430,0.0,535,267.5,0,0,0,0,0,0,0
118064,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,155,155,0,-155,0.0,155,155.0,0,0,0,1,1,1,0
118078,1.0,1.0,12.0,-100.0,6.0,12.0,-100.0,51,57,12,-45,0.0,63,31.5,0,1,2,2,2,2,1
118080,1.0,1.0,21.0,-100.0,10.5,21.0,-100.0,506,516,21,-496,0.0,527,263.5,0,0,0,0,0,0,0
118082,1.8,1.0,6.0,24.0,42.77777777777778,153.0,59.0,26,259,385,126,-147.0,411,45.666666666666664,1,1,1,2,5,5,1
118089,6.111111111111111,2.1153846153846154,6.0,3.0,9.618181818181819,87.0,103.0,14,410,529,119,-81.0,543,9.872727272727273,1,1,1,2,5,9,1
118090,1.0,1.0,67.0,19.0,28.666666666666668,19.0,67.0,357,376,86,-290,48.0,443,147.66666666666666,0,0,0,0,0,1,0
118092,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,301,301,0,-301,0.0,301,301.0,0,0,0,0,0,1,0
118106,1.0,1.0,62.0,-100.0,31.0,62.0,-100.0,36,67,62,-5,0.0,98,49.0,0,1,1,2,2,2,0
118109,1.4,1.0,30.0,10.0,49.857142857142854,178.0,23.0,141,431,349,-82,-148.0,490,70.0,0,0,0,1,1,3,0
118112,1.8333333333333333,1.1,24.0,45.0,22.636363636363637,5.0,11.0,5,40,249,209,19.0,254,23.09090909090909,3,7,7,8,11,11,1
118118,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,157,157,0,-157,0.0,157,157.0,0,0,0,1,1,1,0
118146,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,94,94,0,-94,0.0,94,94.0,0,0,0,1,1,1,0
118154,2.3333333333333335,1.75,0.0,3.0,7.285714285714286,30.0,1.0,43,91,51,-40,-30.0,94,13.428571428571429,0,1,3,7,7,7,0
118155,1.0,1.0,15.0,-100.0,7.5,15.0,-100.0,183,190,15,-176,0.0,198,99.0,0,0,0,0,2,2,0
118170,7.0,4.666666666666667,0.0,9.0,1.2142857142857142,0.0,3.0,395,400,17,-383,0.0,412,29.428571428571427,0,0,0,0,0,0,0
118184,1.1428571428571428,1.3333333333333333,4.0,82.0,33.0,69.0,0.0,226,365,264,-101,-65.0,490,61.25,0,0,0,0,1,4,0
118197,2.0,1.3333333333333333,55.0,0.0,15.5,7.0,0.0,4,11,62,51,48.0,66,16.5,3,3,4,4,4,4,0
118214,7.636363636363637,2.3333333333333335,122.0,1.0,5.214285714285714,1.0,1.0,29,214,438,224,121.0,467,5.559523809523809,2,4,4,29,66,83,1
118224,6.4,2.4615384615384617,6.0,0.0,3.21875,10.0,9.0,269,333,103,-230,-4.0,372,11.625,0,0,0,0,1,28,0
118226,1.3333333333333333,1.0,3.0,55.0,25.25,43.0,55.0,64,134,101,-34,-40.0,165,41.25,0,0,1,4,4,4,1
118230,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,50,50,0,-50,0.0,50,50.0,0,1,1,1,1,1,0
118231,1.0,1.0,28.0,-100.0,14.0,28.0,-100.0,157,171,28,-143,0.0,185,92.5,0,0,0,1,2,2,0
118250,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,204,204,0,-204,0.0,204,204.0,0,0,0,0,1,1,0
118259,1.2,1.2,74.0,0.0,28.833333333333332,22.0,29.0,50,125,173,48,52.0,223,37.166666666666664,0,1,2,5,6,6,1
118262,1.0,1.0,28.0,127.0,51.666666666666664,127.0,28.0,91,218,155,-63,-99.0,246,82.0,0,0,0,1,3,3,1
118266,1.25,1.25,4.0,29.0,57.2,194.0,59.0,148,401,286,-115,-190.0,434,86.8,0,0,0,1,1,2,0
118284,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,85,85,0,-85,0.0,85,85.0,0,0,1,1,1,1,0
118294,1.5,1.0,11.0,20.0,10.333333333333334,20.0,11.0,206,226,31,-195,-9.0,237,79.0,0,0,0,0,3,3,0
118303,2.0,1.0,14.0,115.0,33.5,5.0,115.0,46,108,134,25,9.0,180,45.0,0,2,2,4,4,4,0
118331,1.75,1.4,5.0,10.0,16.571428571428573,11.0,44.0,39,96,116,20,-6.0,155,22.142857142857142,0,2,2,7,7,7,1
118336,3.5454545454545454,1.7727272727272727,4.0,5.0,7.82051282051282,0.0,15.0,211,451,305,-146,4.0,516,13.23076923076923,0,0,0,0,5,13,0
118351,1.25,1.0,11.0,64.0,95.0,157.0,243.0,38,438,475,37,-146.0,513,102.6,0,1,1,1,2,2,0
118354,2.142857142857143,1.25,1.0,13.0,20.066666666666666,59.0,7.0,63,294,301,7,-58.0,364,24.266666666666666,0,0,1,4,6,15,0
118362,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,374,374,0,-374,0.0,374,374.0,0,0,0,0,0,0,0
118363,2.0,2.0,2.0,-100.0,1.0,2.0,-100.0,164,165,2,-163,0.0,166,83.0,0,0,0,2,2,2,0
118381,1.0,1.0,71.0,-100.0,35.5,71.0,-100.0,472,507,71,-437,0.0,543,271.5,0,0,0,0,0,0,0
118386,1.0,1.0,48.0,-100.0,24.0,48.0,-100.0,461,485,48,-437,0.0,509,254.5,0,0,0,0,0,0,0
118395,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,431,431,0,-431,0.0,431,431.0,0,0,0,0,0,0,0
118398,19.2,4.571428571428571,5.0,0.0,1.5260416666666667,2.0,0.0,63,216,293,76,3.0,356,1.8541666666666667,0,0,6,70,146,192,0
118399,1.0,1.0,37.0,-100.0,18.5,37.0,-100.0,316,334,37,-298,0.0,353,176.5,0,0,0,0,0,2,0
118400,1.2,1.2,12.0,1.0,52.166666666666664,54.0,203.0,24,302,313,10,-42.0,337,56.166666666666664,1,1,2,2,2,6,1
118401,1.3333333333333333,1.0,41.0,203.0,61.75,3.0,203.0,126,230,247,16,38.0,373,93.25,0,0,0,2,2,3,1
118403,1.0,1.0,38.0,-100.0,19.0,38.0,-100.0,32,51,38,-13,0.0,70,35.0,0,1,2,2,2,2,1
118406,1.4,1.1666666666666667,1.0,42.0,23.857142857142858,21.0,7.0,16,71,167,96,-20.0,183,26.142857142857142,1,3,4,5,7,7,1
118410,1.0,1.5,89.0,2.0,30.333333333333332,2.0,89.0,31,33,91,58,87.0,122,40.666666666666664,0,2,2,3,3,3,1
118432,1.0,1.0,59.0,25.0,28.0,25.0,59.0,171,196,84,-112,34.0,255,85.0,0,0,0,1,3,3,1
118434,1.0,1.0,145.0,124.0,89.66666666666667,124.0,145.0,233,357,269,-88,21.0,502,167.33333333333334,0,0,0,0,1,2,0
118435,2.5,1.4285714285714286,38.0,4.0,16.7,7.0,5.0,11,53,167,113,31.0,178,17.8,5,5,6,10,10,10,1
118441,1.3333333333333333,1.3333333333333333,0.0,68.0,21.25,17.0,68.0,16,67,85,18,-17.0,101,25.25,1,2,2,4,4,4,1
118446,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,67,67,0,-67,0.0,67,67.0,0,0,1,1,1,1,0
118449,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,412,412,0,-412,0.0,412,412.0,0,0,0,0,0,0,0
118451,7.333333333333333,2.933333333333333,0.0,1.0,4.068181818181818,59.0,0.0,343,478,179,-299,-59.0,522,11.863636363636363,0,0,0,0,0,1,0
118459,5.916666666666667,2.21875,26.0,11.0,6.52112676056338,1.0,1.0,38,213,463,250,25.0,501,7.056338028169014,0,6,10,28,42,49,1
118496,1.25,1.0,7.0,12.0,27.8,92.0,28.0,77,197,139,-58,-85.0,216,43.2,0,0,1,2,5,5,1
118506,5.8,2.230769230769231,2.0,4.0,6.448275862068965,20.0,0.0,130,282,187,-95,-18.0,317,10.931034482758621,0,0,0,4,10,29,1
118508,1.0,1.0,32.0,24.0,18.666666666666668,24.0,32.0,40,64,56,-8,8.0,96,32.0,0,1,2,3,3,3,1
118518,6.0,2.0625,2.0,11.0,4.954545454545454,0.0,19.0,4,223,327,103,2.0,331,5.015151515151516,4,5,7,27,47,66,1
118530,1.0,1.0,56.0,249.0,79.5,13.0,249.0,86,223,318,94,43.0,404,101.0,0,0,1,2,2,3,1
118533,1.0,1.0,36.0,-100.0,18.0,36.0,-100.0,217,235,36,-199,0.0,253,126.5,0,0,0,0,2,2,0
118541,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,444,444,0,-444,0.0,444,444.0,0,0,0,0,0,0,0
118550,5.0,2.3684210526315788,0.0,4.0,5.466666666666667,0.0,1.0,4,150,246,96,0.0,250,5.555555555555555,7,8,9,32,45,45,1
118559,1.0,1.0,41.0,68.0,43.0,72.0,34.0,72,178,215,37,-31.0,287,57.4,0,0,1,3,4,5,0
118562,1.875,1.3636363636363635,29.0,13.0,19.933333333333334,0.0,125.0,19,209,299,90,29.0,318,21.2,2,2,2,7,12,15,0
118572,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,72,72,0,-72,0.0,72,72.0,0,0,1,1,1,1,1
118576,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,33,33,0,-33,0.0,33,33.0,0,1,1,1,1,1,1
118577,1.5,1.0,93.0,5.0,32.666666666666664,5.0,93.0,98,103,98,-5,88.0,196,65.33333333333333,0,0,0,2,3,3,1
118590,1.2222222222222223,1.1,100.0,28.0,41.36363636363637,55.0,35.0,18,260,455,195,45.0,473,43.0,1,1,2,4,6,9,1
118593,5.916666666666667,2.088235294117647,1.0,2.0,5.661971830985915,5.0,6.0,92,330,402,72,-4.0,494,6.957746478873239,0,0,0,13,27,43,0
118595,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,523,523,0,-523,0.0,523,523.0,0,0,0,0,0,0,1
118602,1.0,1.0,61.0,-100.0,30.5,61.0,-100.0,74,104,61,-44,0.0,135,67.5,0,0,1,2,2,2,0
118608,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,77,77,0,-77,0.0,77,77.0,0,0,1,1,1,1,1
118620,1.0,1.0,44.0,50.0,44.75,85.0,50.0,38,148,179,31,-41.0,217,54.25,0,1,1,3,4,4,1
118622,1.875,1.0714285714285714,3.0,7.0,21.533333333333335,21.0,6.0,10,241,323,82,-18.0,333,22.2,1,4,4,6,10,15,1
118631,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,506,506,0,-506,0.0,506,506.0,0,0,0,0,0,0,0
118644,1.0,1.0,11.0,-100.0,5.5,11.0,-100.0,84,89,11,-79,0.0,95,47.5,0,0,1,2,2,2,0
118648,1.0,1.0,70.0,342.0,118.75,63.0,342.0,32,266,475,209,7.0,507,126.75,0,1,1,2,2,2,1
118663,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,281,281,0,-281,0.0,281,281.0,0,0,0,0,0,1,0
118682,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,289,289,0,-289,0.0,289,289.0,0,0,0,0,0,1,0
118692,1.0,1.0,45.0,-100.0,22.5,45.0,-100.0,140,162,45,-118,0.0,185,92.5,0,0,0,1,2,2,0
118693,10.166666666666666,3.8125,0.0,2.0,2.2950819672131146,0.0,0.0,52,136,140,4,0.0,192,3.1475409836065573,0,4,10,55,61,61,0
118694,1.0,1.0,51.0,28.0,45.6,16.0,133.0,169,318,228,-90,35.0,397,79.4,0,0,0,1,2,4,1
118697,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,545,545,0,-545,0.0,545,545.0,0,0,0,0,0,0,0
118703,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,65,65,0,-65,0.0,65,65.0,0,0,1,1,1,1,1
118707,1.0,1.0,28.0,-100.0,14.0,28.0,-100.0,135,149,28,-121,0.0,163,81.5,0,0,0,2,2,2,0
118709,2.0,1.1111111111111112,7.0,14.0,17.5,8.0,1.0,79,138,175,37,-1.0,254,25.4,0,0,3,6,10,10,1
118730,2.142857142857143,1.5,0.0,1.0,20.2,9.0,1.0,22,179,303,124,-9.0,325,21.666666666666668,1,6,6,8,10,15,1
118733,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,542,542,0,-542,0.0,542,542.0,0,0,0,0,0,0,0
118737,1.0,1.0,78.0,39.0,48.0,66.0,57.0,36,159,240,81,12.0,276,55.2,0,1,1,3,4,5,1
118741,1.0,1.0,74.0,-100.0,37.0,74.0,-100.0,39,76,74,-2,0.0,113,56.5,0,1,1,2,2,2,0
118744,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,108,108,0,-108,0.0,108,108.0,0,0,0,1,1,1,0
118758,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,404,404,0,-404,0.0,404,404.0,0,0,0,0,0,0,0
118759,2.0,1.2,10.0,2.0,11.333333333333334,29.0,25.0,308,363,68,-295,-19.0,376,62.666666666666664,0,0,0,0,0,4,0
118762,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,389,389,0,-389,0.0,389,389.0,0,0,0,0,0,0,0
118768,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,534,534,0,-534,0.0,534,534.0,0,0,0,0,0,0,0
118770,1.4285714285714286,1.25,19.0,16.0,20.9,14.0,3.0,30,156,209,52,5.0,239,23.9,1,3,3,6,10,10,1
118785,1.0,1.0,135.0,-100.0,67.5,135.0,-100.0,70,137,135,-3,0.0,205,102.5,0,0,1,1,2,2,0
118790,10.666666666666666,3.2,1.0,5.0,2.40625,5.0,1.0,10,65,77,12,-4.0,87,2.71875,9,15,32,32,32,32,1
118799,13.666666666666666,4.823529411764706,0.0,0.0,6.170731707317073,15.0,35.0,23,458,506,48,-15.0,529,6.451219512195122,1,2,3,25,25,25,1
118804,1.0,1.0,35.0,-100.0,17.5,35.0,-100.0,493,510,35,-476,0.0,528,264.0,0,0,0,0,0,0,0
118805,1.6666666666666667,1.25,18.0,23.0,11.2,15.0,0.0,324,339,56,-283,3.0,380,76.0,0,0,0,0,0,4,0
118818,1.4,1.1666666666666667,9.0,83.0,33.57142857142857,11.0,6.0,12,80,235,155,-2.0,247,35.285714285714285,3,3,4,5,7,7,1
118826,2.111111111111111,1.5833333333333333,2.0,23.0,19.526315789473685,42.0,31.0,5,337,371,34,-40.0,376,19.789473684210527,1,2,3,6,8,17,1
118829,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,63,63,0,-63,0.0,63,63.0,0,0,1,1,1,1,1
118835,1.0,1.0,103.0,-100.0,51.5,103.0,-100.0,38,89,103,13,0.0,141,70.5,0,1,1,2,2,2,0
118854,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,158,158,0,-158,0.0,158,158.0,0,0,0,1,1,1,0
118857,1.0,1.0,3.0,-100.0,1.5,3.0,-100.0,29,30,3,-28,0.0,32,16.0,1,2,2,2,2,2,0
118864,2.6666666666666665,1.5,3.0,3.0,17.166666666666668,0.0,28.0,38,244,412,168,3.0,450,18.75,0,2,3,7,14,14,1
118866,10.454545454545455,3.1944444444444446,5.0,2.0,4.495652173913044,0.0,0.0,12,342,517,175,5.0,529,4.6,5,10,11,13,27,65,1
118878,1.0,1.0,46.0,-100.0,23.0,46.0,-100.0,364,387,46,-341,0.0,410,205.0,0,0,0,0,0,1,0
118880,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,512,512,0,-512,0.0,512,512.0,0,0,0,0,0,0,0
118904,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,4,4,0,-4,0.0,4,4.0,1,1,1,1,1,1,0
118917,2.0,2.0,1.0,-100.0,0.5,1.0,-100.0,248,248,1,-248,0.0,249,124.5,0,0,0,0,2,2,0
118922,1.0,1.0,155.0,19.0,45.8,22.0,33.0,25,80,229,149,133.0,254,50.8,1,2,3,4,5,5,1
118923,5.0,2.142857142857143,5.0,16.0,4.466666666666667,1.0,0.0,4,38,67,29,4.0,71,4.733333333333333,7,13,15,15,15,15,1
118927,1.0,1.0,15.0,-100.0,7.5,15.0,-100.0,300,307,15,-293,0.0,315,157.5,0,0,0,0,0,2,0
118928,1.5,1.0,46.0,13.0,19.666666666666668,13.0,46.0,32,45,59,14,33.0,91,30.333333333333332,0,2,2,3,3,3,0
118933,1.4,1.1666666666666667,6.0,2.0,36.285714285714285,23.0,98.0,162,356,254,-102,-17.0,416,59.42857142857143,0,0,0,1,2,4,1
118934,1.2,1.0,40.0,21.0,59.166666666666664,156.0,65.0,180,437,355,-83,-116.0,535,89.16666666666667,0,0,0,1,1,2,0
118939,1.0,1.0,80.0,49.0,44.8,25.0,70.0,22,117,224,107,55.0,246,49.2,1,2,2,4,5,5,1
118950,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,65,65,0,-65,0.0,65,65.0,0,0,1,1,1,1,1
118959,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,229,229,0,-229,0.0,229,229.0,0,0,0,0,1,1,1
