clientbankpartner_pin,client_pin,partner_src_type_ccode,client_start_date,partnerrolestart_date
122532,179296,1,2019-09-16,2019-04-01
121457,179297,1,2019-09-05,2019-03-01
141828,179302,4,2019-09-01,2019-06-01
141828,179309,4,2019-09-17,2019-06-01
195708,179323,4,2019-10-12,2019-10-01
117705,179326,1,2019-08-22,2019-06-01
8613,179331,1,2019-09-01,2019-03-01
167402,179346,4,2019-08-24,2019-08-01
121691,179349,4,2020-06-06,2019-01-01
3199,179351,5,2019-08-22,2019-06-01
139319,179352,1,2019-08-25,2019-06-01
151941,179356,4,2019-09-05,2019-07-01
139319,179357,1,2019-08-24,2019-06-01
178480,179358,4,2019-08-22,2019-08-01
122021,179391,1,2019-09-03,2019-03-01
4224,179394,5,2020-09-28,2020-08-01
167402,179396,4,2019-08-24,2019-08-01
4057,179403,5,2019-08-28,2019-05-01
117705,179413,1,2019-08-22,2019-06-01
1638,179430,5,2019-08-22,2019-07-01
127585,179439,3,2019-09-16,2019-04-01
139657,179440,4,2019-08-24,2019-06-01
3504,179449,5,2019-08-24,2019-04-01
4054,179453,5,2019-09-04,2019-06-01
3952,179456,5,2019-09-04,2019-02-01
11294,179461,1,2019-08-22,2019-06-01
120235,179472,4,2019-08-22,2019-03-01
4102,179481,5,2019-08-25,2019-06-01
956,179483,5,2019-08-25,2019-08-01
4137,179485,5,2019-08-24,2019-05-01
4057,179487,5,2019-08-22,2019-05-01
10650,179491,4,2019-09-02,2019-08-01
3504,179511,5,2019-08-24,2019-04-01
166282,179512,1,2019-08-24,2019-08-01
3504,179517,5,2019-08-22,2019-04-01
1456,179520,5,2019-08-22,2019-05-01
120113,179524,4,2019-08-24,2019-02-01
6620,179525,4,2019-08-22,2019-07-01
141828,179532,4,2019-08-22,2019-06-01
126843,179535,1,2019-09-02,2019-05-01
157957,179536,4,2019-09-03,2019-06-01
5111,179542,5,2020-11-23,2020-11-01
141828,179544,4,2019-09-01,2019-06-01
118826,179545,4,2019-08-22,2019-08-01
6620,179554,4,2019-08-24,2019-07-01
151512,179561,4,2019-11-07,2019-07-01
3380,179564,5,2019-08-24,2019-04-01
1328,179587,5,2019-08-28,2019-02-01
3958,179595,5,2019-09-02,2019-06-01
4071,179597,5,2019-08-25,2019-04-01
144516,179600,1,2019-10-19,2019-05-01
4102,179603,5,2019-08-28,2019-06-01
594,179617,5,2019-09-03,2019-04-01
1328,179620,5,2019-08-25,2019-02-01
161378,179625,1,2019-09-05,2019-08-01
3300,179634,5,2019-09-02,2018-12-01
119908,179647,4,2019-08-27,2019-06-01
300,179673,5,2019-09-02,2019-03-01
120741,179679,1,2019-08-24,2018-12-01
6620,179685,4,2019-09-03,2019-07-01
168682,179696,4,2019-08-28,2019-08-01
4102,179699,5,2019-09-18,2019-06-01
147275,179716,4,2019-09-19,2019-05-01
121827,179717,4,2019-09-22,2019-01-01
157329,179718,4,2019-09-02,2019-08-01
135070,179719,4,2019-09-03,2019-08-01
2210,179731,5,2019-08-24,2019-07-01
167195,179738,4,2019-08-25,2019-07-01
121532,179742,4,2019-09-12,2019-05-01
121532,179747,4,2019-09-05,2019-05-01
4102,179752,5,2019-08-24,2019-06-01
4102,179758,5,2019-08-25,2019-06-01
125112,179767,1,2019-08-24,2019-02-01
119908,179769,4,2019-08-24,2019-06-01
119263,179782,1,2020-06-12,2020-03-01
125693,179783,4,2019-09-03,2019-04-01
120741,179784,1,2019-09-02,2018-12-01
167005,179790,4,2019-09-01,2019-07-01
4054,179794,5,2019-08-24,2019-06-01
120840,179801,1,2019-08-25,2019-04-01
159970,179810,4,2019-08-24,2019-08-01
143009,179814,4,2019-09-05,2019-05-01
121704,179818,4,2019-09-09,2019-01-01
2993,179826,5,2019-09-03,2019-02-01
1932,179829,5,2019-08-24,2019-05-01
2050,179831,5,2019-08-24,2019-04-01
126435,179842,1,2019-08-25,2019-03-01
131216,179847,4,2019-08-24,2019-04-01
4102,179864,5,2019-08-24,2019-06-01
130027,179866,4,2019-08-24,2019-04-01
159970,179875,4,2019-08-24,2019-08-01
141828,179884,4,2019-08-24,2019-06-01
1217,179889,5,2019-08-24,2019-08-01
159970,179891,4,2019-08-24,2019-08-01
159970,179913,4,2019-08-24,2019-08-01
136777,179931,1,2019-09-18,2019-04-01
3997,179936,5,2019-08-25,2019-06-01
4102,179938,5,2019-09-03,2019-06-01
131546,179939,4,2019-09-01,2019-04-01
1494,179946,5,2019-08-25,2019-04-01
158849,179949,4,2019-08-25,2019-06-01
131011,179952,4,2019-09-09,2019-03-01
118866,179955,1,2019-08-28,2019-02-01
120840,179967,1,2019-09-09,2019-04-01
120715,179977,4,2019-09-10,2018-12-01
120799,179989,4,2019-09-14,2019-06-01
120715,179991,4,2019-08-27,2018-12-01
120953,179997,4,2019-09-04,2018-12-01
120715,179998,4,2019-08-27,2018-12-01
126733,180003,4,2019-08-25,2019-04-01
120715,180005,4,2019-08-27,2018-12-01
2967,180037,5,2019-08-24,2019-06-01
3680,180045,5,2019-08-24,2019-02-01
3680,180052,5,2019-08-24,2019-02-01
118826,180058,4,2019-08-24,2019-08-01
167195,180064,4,2019-08-28,2019-07-01
139319,180069,1,2019-08-28,2019-06-01
2993,180078,5,2019-09-05,2019-02-01
162927,180080,4,2019-09-07,2019-08-01
3958,180082,5,2019-08-24,2019-06-01
875,180088,5,2019-08-28,2019-05-01
3837,180091,5,2019-08-25,2018-12-01
162927,180095,4,2019-08-25,2019-08-01
141828,180103,4,2019-08-24,2019-06-01
162927,180104,4,2019-09-21,2019-08-01
503,180107,5,2019-08-25,2019-06-01
1413,180108,5,2019-08-24,2019-08-01
162927,180113,4,2019-08-24,2019-08-01
162927,180119,4,2019-08-25,2019-08-01
3958,180121,5,2019-08-24,2019-06-01
162927,180124,4,2019-08-25,2019-08-01
13639,180151,1,2019-09-03,2019-06-01
6620,180157,4,2019-08-25,2019-07-01
121579,180159,4,2019-08-25,2018-12-01
7577,180168,4,2019-08-24,2019-08-01
119481,180169,4,2019-08-24,2019-04-01
131759,180178,4,2019-09-03,2019-03-01
118590,180201,4,2019-08-25,2019-04-01
121450,180205,1,2019-08-28,2019-02-01
121450,180225,1,2019-08-28,2019-02-01
121450,180226,1,2019-08-28,2019-02-01
121450,180232,1,2019-08-28,2019-02-01
168552,180234,4,2019-08-25,2019-08-01
121450,180237,1,2019-08-28,2019-02-01
119908,180240,4,2019-08-25,2019-06-01
4102,180246,5,2019-09-11,2019-06-01
2458,180251,5,2020-10-29,2020-03-01
361,180251,5,2020-08-27,2020-03-01
60,180251,5,2020-06-08,2020-03-01
2024,180251,5,2019-09-03,2019-02-01
125448,180252,4,2019-09-04,2019-04-01
1700,180266,5,2019-08-25,2019-01-01
4102,180273,5,2019-09-26,2019-06-01
4057,180298,5,2019-08-25,2019-05-01
206,180308,5,2019-08-25,2019-05-01
136777,180309,1,2019-08-28,2019-04-01
141828,180313,4,2019-08-25,2019-06-01
1493,180327,5,2019-08-25,2019-07-01
4102,180328,5,2019-08-25,2019-06-01
120715,180344,4,2019-08-25,2018-12-01
503,180345,5,2020-10-13,2019-06-01
144516,180348,1,2019-09-04,2019-05-01
121690,180351,1,2019-08-25,2019-07-01
120715,180352,4,2019-08-25,2018-12-01
118089,180355,4,2019-11-05,2019-01-01
120224,180365,4,2019-08-25,2019-07-01
120840,180372,1,2019-08-25,2019-04-01
2140,180373,5,2019-08-25,2019-05-01
149812,180374,4,2019-09-05,2019-06-01
117705,180387,1,2019-08-25,2019-06-01
125229,180388,4,2019-08-26,2019-02-01
4054,180391,5,2019-08-25,2019-06-01
126843,180410,1,2019-08-25,2019-05-01
121827,180424,4,2019-09-04,2019-01-01
135070,180428,4,2019-09-03,2019-08-01
139319,180438,1,2019-09-11,2019-06-01
2024,180439,5,2019-08-25,2019-02-01
3980,180440,5,2019-12-23,2019-06-01
145228,180444,4,2019-10-01,2019-05-01
2093,180445,5,2019-12-21,2019-09-01
121827,180447,4,2019-09-04,2019-01-01
119090,180454,4,2019-08-25,2019-03-01
121390,180484,4,2019-08-28,2019-02-01
121532,180511,4,2019-08-28,2019-05-01
503,180519,5,2019-09-01,2019-06-01
121235,180533,1,2019-08-25,2018-12-01
120741,180554,1,2019-08-26,2018-12-01
121390,180558,4,2019-08-28,2019-02-01
130773,180559,1,2019-10-05,2019-03-01
174095,180568,4,2019-08-26,2019-08-01
121174,180572,1,2019-09-10,2018-12-01
4017,180575,5,2019-08-28,2019-07-01
1637,180579,5,2019-08-27,2019-02-01
4059,180585,5,2019-09-05,2019-05-01
11294,180586,1,2019-08-27,2019-06-01
8066,180587,4,2019-09-05,2019-08-01
11294,180588,1,2019-08-27,2019-06-01
8066,180590,4,2019-09-03,2019-08-01
11294,180591,1,2019-08-27,2019-06-01
4102,180611,5,2019-08-25,2019-06-01
875,180613,5,2019-08-25,2019-05-01
4057,180619,5,2019-08-25,2019-05-01
121235,180624,1,2019-08-28,2018-12-01
3952,180631,5,2019-08-25,2019-02-01
141828,180632,4,2019-08-25,2019-06-01
149035,180637,4,2019-08-28,2019-05-01
141828,180646,4,2019-08-28,2019-06-01
126542,180651,4,2019-09-01,2019-06-01
159808,180652,4,2019-09-01,2019-06-01
875,180654,5,2019-08-25,2019-05-01
2024,180655,5,2019-08-25,2019-02-01
120071,180665,4,2019-08-26,2019-01-01
4634,180669,5,2020-04-27,2019-11-01
141828,180674,4,2019-08-28,2019-06-01
120113,180679,4,2019-08-28,2019-02-01
117523,180692,4,2019-08-26,2019-07-01
11294,180694,1,2019-08-25,2019-06-01
121450,180695,1,2019-08-28,2019-02-01
120402,180701,4,2019-08-26,2019-05-01
11294,180703,1,2019-08-25,2019-06-01
121450,180704,1,2019-09-02,2019-02-01
4102,180706,5,2019-09-01,2019-06-01
3985,180707,5,2019-09-01,2019-06-01
159808,180709,4,2019-09-01,2019-06-01
121450,180710,1,2019-08-28,2019-02-01
167285,180711,4,2019-08-25,2019-07-01
11294,180719,1,2019-08-25,2019-06-01
148097,180720,4,2019-08-25,2019-05-01
120113,180722,4,2019-08-28,2019-02-01
3680,180724,5,2019-08-26,2019-02-01
169938,180725,4,2019-09-01,2019-08-01
11294,180728,1,2019-08-25,2019-06-01
155163,180730,4,2019-09-09,2019-06-01
11294,180734,1,2019-08-25,2019-06-01
180161,180739,4,2019-08-25,2019-08-01
4054,180759,5,2019-09-01,2019-06-01
4102,180773,5,2019-08-28,2019-06-01
121518,180774,1,2019-09-03,2019-02-01
121689,180776,4,2019-09-01,2019-08-01
125368,180778,1,2019-09-11,2019-03-01
6620,180780,4,2019-08-26,2019-07-01
169939,180791,4,2019-10-29,2019-08-01
169818,180805,4,2019-08-28,2019-08-01
148456,180814,4,2019-09-02,2019-05-01
119908,180816,4,2019-08-28,2019-06-01
13075,180817,1,2019-08-28,2018-12-01
3680,180827,5,2019-08-28,2019-02-01
121174,180831,1,2019-09-06,2018-12-01
3526,180832,5,2019-09-01,2019-08-01
503,180838,5,2019-09-01,2019-06-01
3680,180845,5,2019-08-28,2019-02-01
120741,180855,1,2019-09-02,2018-12-01
147275,180866,4,2019-09-04,2019-05-01
121457,180873,1,2019-09-05,2019-03-01
121457,180875,1,2019-09-14,2019-03-01
121457,180876,1,2019-09-05,2019-03-01
121174,180877,1,2019-09-15,2018-12-01
130085,180890,4,2019-09-05,2019-04-01
4120,180895,5,2019-08-28,2019-05-01
4102,180903,5,2019-09-10,2019-06-01
125939,180906,4,2019-08-28,2019-03-01
6620,180907,4,2019-08-28,2019-07-01
168682,180908,4,2019-09-10,2019-08-01
4102,180934,5,2019-09-01,2019-06-01
13173,180944,4,2019-08-28,2019-06-01
2024,180945,5,2019-09-01,2019-02-01
9397,180950,4,2019-08-28,2019-08-01
120545,180952,1,2019-08-28,2019-05-01
13892,180957,4,2019-08-28,2019-03-01
4361,180967,5,2019-08-28,2019-08-01
4071,180978,5,2019-08-28,2019-04-01
4057,180983,5,2019-08-28,2019-05-01
137145,180984,4,2019-09-12,2019-04-01
119908,180990,4,2019-08-28,2019-06-01
141828,181000,4,2019-09-14,2019-06-01
122021,181007,1,2019-09-03,2019-03-01
132855,181008,1,2019-09-02,2019-04-01
154621,181011,4,2019-09-01,2019-07-01
126256,181020,4,2019-09-24,2019-03-01
3199,181021,5,2019-08-28,2019-06-01
4054,181025,5,2019-09-02,2019-06-01
4102,181032,5,2019-09-03,2019-06-01
149812,181034,4,2019-09-15,2019-06-01
4057,181041,5,2019-09-03,2019-05-01
3740,181042,5,2019-09-01,2019-04-01
137145,181050,4,2019-09-11,2019-04-01
4054,181062,5,2019-08-28,2019-06-01
4137,181067,5,2019-08-28,2019-05-01
4192,181083,5,2019-09-02,2019-06-01
158358,181084,1,2019-09-17,2019-07-01
6620,181089,4,2019-09-17,2019-07-01
137145,181090,4,2019-09-11,2019-04-01
137145,181091,4,2019-09-11,2019-04-01
126197,181112,4,2019-09-25,2019-07-01
121532,181117,4,2019-09-16,2019-05-01
4054,181133,5,2019-09-01,2019-06-01
122021,181163,1,2019-08-28,2019-03-01
4054,181171,5,2019-09-10,2019-06-01
11294,181187,1,2019-08-28,2019-06-01
8613,181196,1,2019-08-28,2019-03-01
120402,181197,4,2019-08-28,2019-05-01
14989,181199,1,2019-09-01,2018-12-01
120071,181200,4,2019-08-28,2019-01-01
169627,181203,4,2019-09-02,2019-08-01
138675,181204,1,2019-08-28,2019-05-01
8613,181220,1,2019-08-28,2019-03-01
8613,181224,1,2019-08-28,2019-03-01
4102,181231,5,2019-09-02,2019-06-01
121390,181241,4,2019-08-28,2019-02-01
121390,181244,4,2019-10-05,2019-02-01
169627,181245,4,2019-08-28,2019-08-01
120684,181264,1,2019-09-01,2019-03-01
121579,181269,4,2019-09-15,2018-12-01
121579,181272,4,2019-09-14,2018-12-01
121532,181273,4,2019-09-03,2019-05-01
121390,181275,4,2019-08-28,2019-02-01
3680,181276,5,2019-08-28,2019-02-01
1817,181285,5,2019-09-04,2019-02-01
3680,181287,5,2019-09-01,2019-02-01
71814,181288,4,2020-11-26,2020-11-01
142339,181299,1,2019-08-28,2019-05-01
4054,181310,5,2019-09-02,2019-06-01
4028,181313,5,2019-09-01,2019-03-01
1413,181321,5,2019-08-28,2019-08-01
198005,181332,4,2019-10-22,2019-10-01
169627,181334,4,2019-08-28,2019-08-01
159970,181342,4,2019-09-03,2019-08-01
3935,181356,5,2019-09-05,2019-02-01
159970,181362,4,2019-08-28,2019-08-01
6554,181369,1,2019-09-14,2019-05-01
169437,181371,4,2019-09-16,2019-08-01
3740,181377,5,2019-09-02,2019-04-01
2967,181391,5,2019-09-01,2019-06-01
4102,181393,5,2019-09-14,2019-06-01
169543,181394,4,2019-09-01,2019-08-01
4054,181400,5,2019-09-11,2019-06-01
7555,181402,4,2019-12-30,2019-03-01
162474,181406,4,2019-10-29,2019-08-01
993,181426,5,2019-09-01,2018-12-01
125098,181427,4,2019-09-11,2019-02-01
8613,181428,1,2019-09-01,2019-03-01
162079,181429,4,2019-09-04,2019-08-01
121575,181431,1,2019-09-02,2018-12-01
131759,181435,4,2019-09-11,2019-03-01
169627,181436,4,2019-09-01,2019-08-01
130084,181440,4,2019-09-01,2019-04-01
2967,181442,5,2019-09-25,2019-06-01
159970,181446,4,2019-09-02,2019-08-01
1879,181448,5,2020-09-29,2020-09-01
159970,181459,4,2019-09-03,2019-08-01
503,181486,5,2019-09-01,2019-06-01
121945,181497,4,2019-09-15,2019-02-01
4102,181498,5,2019-09-01,2019-06-01
2024,181501,5,2019-09-01,2019-02-01
4100,181504,5,2019-09-01,2019-04-01
14469,181513,1,2019-09-11,2019-03-01
181261,181523,4,2019-09-03,2019-08-01
117705,181524,1,2019-09-05,2019-06-01
1372,181525,5,2019-09-05,2019-02-01
121450,181531,1,2019-09-02,2019-02-01
181261,181537,4,2019-09-03,2019-08-01
117705,181540,1,2019-09-03,2019-06-01
181261,181543,4,2019-09-16,2019-08-01
121450,181547,1,2019-09-03,2019-02-01
159970,181549,4,2019-09-01,2019-08-01
2068,181551,5,2019-09-02,2019-04-01
169627,181566,4,2019-09-01,2019-08-01
117705,181569,1,2019-09-03,2019-06-01
9634,181573,1,2019-09-09,2019-08-01
167005,181577,4,2019-09-09,2019-07-01
4102,181583,5,2019-09-01,2019-06-01
4071,181591,5,2019-09-01,2019-04-01
120741,181592,1,2019-09-03,2018-12-01
136826,181597,4,2019-09-14,2019-04-01
1638,181599,5,2019-09-01,2019-07-01
126256,181611,4,2019-09-18,2019-03-01
117705,181616,1,2019-09-01,2019-06-01
159970,181632,4,2019-09-01,2019-08-01
159970,181637,4,2019-09-01,2019-08-01
126197,181642,4,2019-09-14,2019-07-01
3929,181643,5,2019-09-10,2019-02-01
8197,181648,4,2019-09-21,2019-06-01
285165,181665,4,2020-09-06,2020-05-01
4094,181673,5,2019-09-01,2019-04-01
159970,181680,4,2019-09-21,2019-08-01
3740,181687,5,2019-09-11,2019-04-01
121457,181697,1,2019-09-14,2019-03-01
3740,181706,5,2019-09-14,2019-04-01
159970,181720,4,2019-09-01,2019-08-01
135173,181721,1,2019-09-01,2019-04-01
159970,181725,4,2019-09-02,2019-08-01
3778,181726,5,2019-09-12,2019-04-01
4137,181741,5,2019-09-03,2019-05-01
141828,181742,4,2019-09-02,2019-06-01
120715,181744,4,2019-09-02,2018-12-01
120715,181747,4,2019-09-02,2018-12-01
3896,181757,5,2019-09-02,2019-01-01
233433,181761,4,2020-09-02,2020-01-01
141828,181764,4,2019-09-02,2019-06-01
4124,181769,5,2019-09-02,2019-05-01
130027,181770,4,2019-09-15,2019-04-01
3896,181773,5,2019-09-03,2019-01-01
13548,181779,1,2019-09-03,2018-12-01
121237,181783,4,2019-09-17,2019-01-01
1700,181786,5,2019-09-02,2019-01-01
137145,181788,4,2019-09-16,2019-04-01
4102,181793,5,2019-09-04,2019-06-01
120741,181794,1,2019-09-02,2018-12-01
135070,181797,4,2019-09-30,2019-08-01
4102,181801,5,2019-09-04,2019-06-01
1931,181802,5,2019-09-14,2018-12-01
130084,181804,4,2019-09-04,2019-04-01
121579,181807,4,2019-09-05,2018-12-01
159970,181810,4,2019-09-01,2019-08-01
4057,181811,5,2019-09-03,2019-05-01
141828,181812,4,2019-09-02,2019-06-01
4057,181821,5,2019-09-01,2019-05-01
11294,181836,1,2019-09-01,2019-06-01
117744,181837,1,2019-09-16,2019-05-01
159970,181839,4,2019-09-01,2019-08-01
11294,181848,1,2019-09-01,2019-06-01
121532,181860,4,2019-09-16,2019-05-01
3945,181861,5,2019-09-01,2019-04-01
121532,181866,4,2019-09-26,2019-05-01
121532,181868,4,2019-09-16,2019-05-01
1255,181869,5,2019-09-01,2019-01-01
121532,181870,4,2019-09-21,2019-05-01
126843,181871,1,2019-09-04,2019-05-01
1255,181877,5,2019-09-01,2019-01-01
11294,181879,1,2019-09-03,2019-06-01
1688,181881,5,2019-09-02,2019-03-01
1255,181882,5,2019-09-01,2019-01-01
181261,181884,4,2019-09-02,2019-08-01
11294,181892,1,2019-09-05,2019-06-01
117528,181894,4,2019-09-12,2019-04-01
11294,181895,1,2019-09-02,2019-06-01
4137,181901,5,2019-09-03,2019-05-01
11294,181902,1,2019-09-06,2019-06-01
120376,181904,4,2019-11-04,2018-12-01
181261,181905,4,2019-09-02,2019-08-01
4137,181908,5,2019-09-02,2019-05-01
117705,181911,1,2019-09-02,2019-06-01
130773,181916,1,2019-09-02,2019-03-01
167195,181917,4,2019-09-03,2019-07-01
167195,181921,4,2019-09-03,2019-07-01
117705,181922,1,2019-09-05,2019-06-01
117705,181923,1,2019-09-02,2019-06-01
117705,181924,1,2019-09-02,2019-06-01
167195,181931,4,2019-09-04,2019-07-01
993,181948,5,2019-09-04,2018-12-01
4102,181976,5,2019-09-14,2019-06-01
130027,181982,4,2019-09-03,2019-04-01
3550,181984,5,2019-09-04,2019-07-01
147275,182002,4,2019-09-10,2019-05-01
174172,182016,4,2019-09-09,2019-08-01
159050,182017,4,2019-09-14,2019-08-01
120741,182019,1,2019-09-02,2018-12-01
121382,182023,4,2019-09-12,2019-02-01
4359,182026,5,2019-09-02,2019-09-01
126843,182035,1,2019-09-03,2019-05-01
126197,182036,4,2019-09-15,2019-07-01
120741,182038,1,2019-09-02,2018-12-01
9285,182042,4,2019-09-03,2019-05-01
4171,182043,5,2019-09-16,2019-05-01
126843,182046,1,2019-12-06,2019-05-01
3896,182049,5,2019-09-03,2019-01-01
4057,182051,5,2019-09-18,2019-05-01
156880,182058,1,2019-09-03,2019-07-01
120715,182064,4,2019-09-09,2018-12-01
3896,182065,5,2019-09-04,2019-01-01
134513,182067,4,2019-09-14,2019-04-01
126197,182068,4,2020-09-17,2019-07-01
120715,182071,4,2019-09-09,2018-12-01
503,182078,5,2019-09-16,2019-06-01
4102,182081,5,2019-09-10,2019-06-01
3854,182085,5,2019-09-14,2019-01-01
4054,182087,5,2019-09-03,2019-06-01
121401,182089,4,2019-09-05,2019-01-01
13566,182090,4,2020-08-17,2019-10-01
135173,182093,1,2019-09-03,2019-04-01
4057,182100,5,2019-09-03,2019-05-01
3854,182106,5,2019-09-10,2019-01-01
2993,182108,5,2019-09-03,2019-02-01
3680,182111,5,2019-09-03,2019-02-01
149224,182122,4,2019-09-02,2019-05-01
2993,182125,5,2019-09-03,2019-02-01
121401,182128,4,2019-09-02,2019-01-01
4057,182136,5,2019-09-02,2019-05-01
11294,182138,1,2019-09-03,2019-06-01
123470,182141,4,2019-09-02,2019-03-01
1499,182143,5,2019-09-03,2019-02-01
147275,182146,4,2019-09-02,2019-05-01
11294,182148,1,2019-09-03,2019-06-01
3224,182160,5,2019-09-03,2019-08-01
147275,182164,4,2019-09-02,2019-05-01
169627,182166,4,2019-09-03,2019-08-01
283666,182174,4,2020-06-30,2020-06-01
9634,182182,1,2019-09-03,2019-08-01
159970,182183,4,2019-09-02,2019-08-01
14050,182187,1,2019-09-11,2019-08-01
4094,182193,5,2019-09-02,2019-04-01
159970,182206,4,2019-09-02,2019-08-01
128286,182208,4,2019-09-02,2019-04-01
4074,182210,5,2019-09-02,2019-09-01
14050,182229,1,2019-09-16,2019-08-01
159970,182231,4,2019-09-02,2019-08-01
2756,182240,5,2019-09-03,2019-02-01
137145,182247,4,2019-09-14,2019-04-01
159970,182249,4,2019-09-02,2019-08-01
875,182251,5,2019-09-02,2019-05-01
157329,182252,4,2019-09-18,2019-08-01
4013,182264,5,2019-09-04,2019-06-01
204980,182265,1,2020-10-07,2019-10-01
159970,182269,4,2019-09-03,2019-08-01
2756,182271,5,2019-09-03,2019-02-01
159970,182282,4,2019-09-03,2019-08-01
2756,182288,5,2019-09-02,2019-02-01
162927,182290,4,2019-09-07,2019-08-01
159970,182294,4,2019-09-02,2019-08-01
4137,182296,5,2019-09-03,2019-05-01
11294,182305,1,2019-09-02,2019-06-01
4094,182318,5,2019-09-02,2019-04-01
11294,182320,1,2019-09-02,2019-06-01
162927,182323,4,2019-09-04,2019-08-01
202163,182328,4,2020-04-19,2020-01-01
9650,182329,4,2019-09-02,2019-01-01
144516,182330,1,2019-09-03,2019-05-01
13075,182332,1,2020-10-05,2018-12-01
13075,182332,1,2019-09-11,2018-12-01
3958,182339,5,2019-09-05,2019-06-01
11294,182344,1,2019-09-03,2019-06-01
122002,182346,4,2019-09-02,2019-02-01
162927,182359,4,2019-09-07,2019-08-01
122002,182363,4,2019-09-02,2019-02-01
122002,182376,4,2019-09-02,2019-02-01
169437,182383,4,2019-11-12,2019-08-01
3623,182424,5,2019-09-14,2019-07-01
140854,182441,4,2019-09-05,2019-06-01
3898,182448,5,2019-09-03,2019-01-01
7486,182456,1,2019-09-04,2019-01-01
3680,182460,5,2019-09-03,2019-02-01
121691,182470,4,2019-09-14,2019-01-01
149145,182471,4,2019-09-11,2019-05-01
169627,182475,4,2019-09-03,2019-08-01
162927,182476,4,2019-09-03,2019-08-01
1413,182478,5,2019-09-03,2019-08-01
121579,182507,4,2019-09-15,2018-12-01
121579,182509,4,2019-09-14,2018-12-01
7642,182528,1,2019-09-05,2019-05-01
135173,182543,1,2019-09-28,2019-04-01
121333,182547,1,2019-09-11,2019-01-01
121335,182563,1,2019-09-10,2019-02-01
503,182568,5,2019-09-04,2019-06-01
121535,182569,1,2019-11-24,2018-12-01
120741,182583,1,2019-09-03,2018-12-01
126197,182590,4,2019-09-09,2019-07-01
11932,182591,0,2019-09-16,2019-02-01
126843,182596,1,2019-09-05,2019-05-01
3590,182603,5,2019-09-03,2019-02-01
1087,182607,5,2019-09-03,2019-05-01
120741,182615,1,2019-10-26,2018-12-01
181261,182616,4,2019-09-04,2019-08-01
181261,182617,4,2019-09-04,2019-08-01
4192,182626,5,2019-09-06,2019-06-01
147804,182634,4,2019-09-03,2019-05-01
4057,182641,5,2019-09-03,2019-05-01
4054,182651,5,2019-09-10,2019-06-01
875,182653,5,2019-09-03,2019-05-01
167918,182655,4,2019-09-11,2019-07-01
119665,182660,4,2019-09-04,2019-06-01
169627,182680,4,2019-09-03,2019-08-01
145307,182687,4,2019-09-15,2019-05-01
118694,182697,1,2019-10-19,2018-12-01
4057,182700,5,2019-09-03,2019-05-01
